登番,名前漢字,級,身長,体重,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,出身地,生年月日_変換
3315,広　瀬　　聖　仁,B1,162,54,5.19,30.7,11,17,91,2,0,0.16,12,58.3,0.18,3.5,20,35.0,0.15,2.8,16,43.7,0.16,3.4,18,16.6,0.15,2.9,16,18.7,0.2,3.9,9,11.1,0.17,3.0,B1,B1,B1,50.0,50.0,2025,1,2024-05-01,2024-10-31,61,5,2,2,2,0,1,0,7,6,2,5,0,4,3,2,2,3,2,1,2,5,5,3,2,1,2,3,3,5,2,0,1,1,0,7,0,愛　知,1965-10-01
3319,山　崎　　義　明,A2,166,54,5.61,39.5,23,34,144,3,0,0.14,27,70.3,0.16,3.1,29,37.9,0.14,2.8,24,50.0,0.14,2.3,27,33.3,0.13,2.4,22,22.7,0.12,2.8,15,6.6,0.15,3.6,A2,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,61,13,6,4,2,0,1,2,9,6,5,4,3,5,7,4,4,2,2,3,6,3,6,5,4,0,5,3,2,8,4,0,1,5,3,4,2,埼　玉,1967-02-22
3327,野長瀬　　正　孝,A2,163,51,5.55,32.2,11,27,118,0,0,0.17,23,69.5,0.13,2.2,23,26.0,0.17,3.6,23,26.0,0.15,3.0,30,26.6,0.17,3.8,8,25.0,0.16,3.9,11,0.0,0.26,5.9,A2,A2,A2,52.0,51.0,2025,1,2024-05-01,2024-10-31,61,8,8,5,1,1,0,2,4,9,5,1,2,0,6,5,7,1,2,1,7,9,9,2,2,0,2,2,1,3,0,0,0,0,4,5,2,静　岡,1967-08-14
3333,丸　尾　　義　孝,A2,161,54,6.06,44.2,27,27,122,1,0,0.15,25,96.0,0.12,1.6,20,40.0,0.15,3.5,15,33.3,0.13,3.4,20,35.0,0.14,3.2,25,32.0,0.16,3.4,17,11.7,0.18,3.8,A2,A1,A2,52.0,52.0,2025,1,2024-05-01,2024-10-31,61,18,6,0,0,0,0,3,5,5,1,4,2,1,4,4,1,5,0,3,4,5,2,2,3,2,6,4,4,5,4,0,2,5,6,4,0,徳　島,1968-06-06
3334,角　　　　ひとみ,B1,161,45,5.22,29.6,20,17,125,2,0,0.19,20,70.0,0.2,3.9,27,14.8,0.19,4.7,25,40.0,0.19,3.8,22,27.2,0.19,3.7,18,11.1,0.17,3.9,13,7.6,0.21,3.6,B1,B1,B1,48.0,49.0,2025,1,2024-05-01,2024-10-31,61,11,3,1,2,2,1,2,2,8,8,2,5,2,8,9,4,1,1,3,3,6,3,4,2,2,0,1,6,4,5,0,1,1,4,3,4,広　島,1968-09-16
3339,泉　　　　具　巳,B1,162,58,4.89,25.2,15,10,99,0,0,0.15,16,62.5,0.16,3.6,20,10.0,0.16,2.9,16,25.0,0.14,2.6,14,21.4,0.14,2.0,14,21.4,0.11,2.1,19,15.7,0.19,3.3,B1,A2,B1,46.0,48.0,2025,1,2024-05-01,2024-10-31,62,8,2,0,2,3,1,1,1,9,3,3,3,1,3,4,4,1,3,2,1,2,2,5,2,2,1,4,2,2,3,1,2,4,3,4,4,大　阪,1965-05-29
3340,池　田　　雷　太,B1,166,55,4.56,24.0,10,20,125,0,0,0.18,19,31.5,0.19,3.7,28,42.8,0.17,3.5,19,21.0,0.2,4.3,19,15.7,0.19,3.9,21,14.2,0.16,3.6,19,10.5,0.19,4.1,B1,B1,B1,50.0,47.0,2025,1,2024-05-01,2024-10-31,62,4,2,4,3,3,2,3,9,3,7,4,2,2,2,4,3,5,3,1,2,4,3,3,6,0,3,2,7,4,4,0,2,6,4,3,3,東　京,1965-07-11
3346,宮　本　　裕　之,B1,164,53,4.0,18.5,7,6,70,0,0,0.18,9,77.7,0.17,3.0,13,7.6,0.16,3.5,10,10.0,0.16,3.4,14,28.5,0.18,3.6,11,0.0,0.19,3.6,13,0.0,0.2,4.2,B1,B1,B1,42.0,45.0,2025,1,2024-05-01,2024-10-31,62,5,2,1,1,0,0,0,1,2,3,5,2,0,1,1,4,3,1,2,2,1,2,4,3,0,0,1,3,5,2,0,0,2,2,3,6,大　阪,1966-12-13
3347,矢　後　　　　剛,B1,163,59,4.71,22.0,4,9,59,0,0,0.19,8,50.0,0.13,2.9,7,57.1,0.21,4.1,11,27.2,0.17,3.4,8,0.0,0.22,3.4,9,0.0,0.23,4.6,16,12.5,0.19,4.3,B1,B1,A2,50.0,48.0,2025,1,2024-05-01,2024-10-31,62,3,1,3,1,0,0,1,3,2,0,0,1,0,3,2,1,5,0,0,0,4,2,2,0,0,0,2,0,3,3,0,2,4,3,5,2,静　岡,1967-02-11
3349,吉　田　　一　郎,A2,161,54,5.82,42.7,24,20,103,0,0,0.14,26,76.9,0.12,2.4,32,40.6,0.15,2.8,15,26.6,0.15,3.7,15,40.0,0.12,2.5,10,10.0,0.15,3.0,5,0.0,0.15,3.8,A1,B1,A2,53.0,51.0,2025,1,2024-05-01,2024-10-31,62,18,2,3,2,0,0,3,10,4,7,6,2,1,3,3,2,3,3,2,4,2,3,1,3,0,1,2,2,4,1,0,0,1,1,1,2,長　崎,1968-01-27
3350,藤　本　　佳　史,A2,158,55,5.56,34.2,15,22,108,0,0,0.16,17,70.5,0.14,2.6,23,47.8,0.17,3.2,18,33.3,0.15,2.3,15,20.0,0.13,2.5,19,21.0,0.16,2.8,16,6.2,0.19,4.1,B1,A2,B1,49.0,51.0,2025,1,2024-05-01,2024-10-31,62,7,5,2,2,0,1,5,6,7,3,2,0,0,6,7,2,1,2,2,1,6,3,1,2,1,3,3,4,3,5,0,1,3,3,6,3,山　口,1968-04-23
3352,小　川　　晃　司,B1,161,51,4.39,16.8,2,17,113,0,0,0.16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.38,6.0,112,16.9,0.16,3.1,B1,B1,B1,47.0,47.0,2025,1,2024-05-01,2024-10-31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,31,24,20,17,福　岡,1968-06-20
3353,前　田　　光　昭,B2,158,52,3.14,14.2,1,6,49,0,0,0.14,7,28.5,0.25,4.0,9,33.3,0.11,2.0,10,10.0,0.11,2.3,9,11.1,0.13,2.3,7,0.0,0.17,3.3,6,0.0,0.13,2.7,B1,B1,B1,45.0,41.0,2025,1,2024-05-01,2024-10-31,62,0,2,1,1,1,2,1,2,1,2,1,2,0,1,0,2,5,1,0,1,1,1,4,2,0,0,0,1,3,3,0,0,0,2,0,4,埼　玉,1968-06-25
3355,橋谷田　　佳　織,B2,150,41,3.65,11.7,0,2,17,0,0,0.22,3,0.0,0.16,5.0,2,0.0,0.22,4.5,2,0.0,0.34,5.5,5,20.0,0.23,5.8,3,33.3,0.22,4.3,2,0.0,0.16,2.0,B2,B2,B2,42.0,44.0,2025,1,2024-05-01,2024-10-31,62,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0,1,0,1,1,0,0,0,0,0,1,1,千　葉,1968-08-10
3357,福　島　　陽　子,B1,161,49,4.75,24.3,14,13,111,0,0,0.2,17,52.9,0.21,4.3,24,29.1,0.18,3.7,19,21.0,0.18,3.8,19,26.3,0.17,3.4,21,9.5,0.21,3.8,11,0.0,0.21,4.8,B1,B1,B1,46.0,48.0,2025,1,2024-05-01,2024-10-31,62,5,4,4,2,2,0,3,4,8,4,4,1,3,1,4,5,6,0,2,3,2,8,1,2,1,1,3,4,2,10,0,0,1,2,0,8,岡　山,1968-11-08
3361,岡　部　　　　浩,B1,153,52,4.13,15.3,6,10,104,0,0,0.18,15,26.6,0.14,2.5,19,10.5,0.18,3.6,15,26.6,0.16,4.1,18,27.7,0.14,3.6,21,4.7,0.21,4.3,16,0.0,0.22,4.9,B1,B1,B1,46.0,46.0,2025,1,2024-05-01,2024-10-31,62,4,0,3,3,2,2,0,2,5,8,4,0,0,4,2,3,2,4,1,4,2,4,5,2,1,0,8,3,8,1,0,0,2,1,6,7,徳　島,1969-03-20
3362,間　嶋　　仁　志,B1,166,55,5.25,34.8,14,31,129,2,0,0.2,24,62.5,0.19,3.3,44,31.8,0.22,4.7,31,29.0,0.18,3.5,29,24.1,0.19,4.3,1,0.0,0.17,4.0,0,0.0,0.0,0.0,A2,A1,A2,51.0,50.0,2025,1,2024-05-01,2024-10-31,62,8,7,2,2,3,1,4,10,6,14,6,4,1,8,5,4,5,8,1,6,8,6,5,3,0,0,0,0,1,0,0,0,0,0,0,0,大　阪,1969-07-28
3370,坪　内　　　　実,B1,165,55,3.85,18.2,8,7,82,0,0,0.18,12,33.3,0.19,4.1,15,26.6,0.16,4.5,15,6.6,0.16,4.1,16,31.2,0.16,3.4,16,0.0,0.2,4.0,8,12.5,0.21,4.8,B1,B1,B2,45.0,44.0,2025,1,2024-05-01,2024-10-31,63,3,1,1,2,2,3,2,2,2,4,4,1,0,1,4,1,4,5,3,2,3,2,3,2,0,0,0,5,5,6,0,1,0,1,1,5,大　阪,1966-11-13
3372,加　藤　　雅　之,B1,161,54,3.4,14.0,1,7,57,0,0,0.21,10,20.0,0.19,3.2,10,0.0,0.19,5.2,10,10.0,0.2,4.3,10,40.0,0.23,4.4,10,0.0,0.19,4.0,7,14.2,0.25,5.4,B1,B1,B1,45.0,43.0,2025,1,2024-05-01,2024-10-31,63,1,1,3,1,2,1,0,0,1,2,6,1,0,1,0,5,1,3,0,4,0,0,5,1,0,0,2,0,3,5,0,1,0,3,0,3,広　島,1966-11-24
3377,塚　田　　修　二,B1,166,56,5.2,25.9,6,8,54,0,0,0.18,10,50.0,0.21,5.1,10,40.0,0.18,4.3,9,11.1,0.17,2.8,8,12.5,0.18,3.6,10,30.0,0.18,3.1,6,0.0,0.19,4.3,B1,B1,B1,46.0,49.0,2025,1,2024-05-01,2024-10-31,63,3,2,4,0,0,1,1,3,3,1,2,0,0,1,3,3,0,2,1,0,1,1,0,4,1,2,3,3,1,0,0,0,3,2,1,0,東　京,1967-09-26
3381,滝　沢　　芳　行,A2,161,56,5.66,40.3,25,21,114,2,0,0.15,20,70.0,0.17,4.1,18,61.1,0.13,2.3,24,33.3,0.13,2.4,17,52.9,0.15,2.6,15,13.3,0.15,3.9,20,10.0,0.15,3.4,B1,A2,B1,49.0,50.0,2025,1,2024-05-01,2024-10-31,63,8,6,3,0,3,0,6,5,2,0,3,2,5,3,5,6,4,1,4,5,2,1,4,0,0,2,1,5,4,3,2,0,3,5,8,2,埼　玉,1968-08-24
3385,渡　邉　　睦　広,A2,162,53,5.58,38.2,18,16,89,1,1,0.17,18,66.6,0.15,2.9,12,66.6,0.14,3.3,15,53.3,0.16,3.2,13,15.3,0.19,3.5,17,17.6,0.17,2.9,14,7.1,0.22,4.1,A2,A2,B1,51.0,50.0,2025,1,2024-05-01,2024-10-31,63,10,2,3,2,1,0,4,4,1,2,0,1,2,6,2,2,3,0,1,1,5,1,2,3,1,2,4,3,3,3,0,1,1,4,3,5,神奈川,1969-03-17
3388,今　垣　　光太郎,A1,160,52,7.2,55.0,41,19,109,5,3,0.18,26,88.4,0.16,3.5,12,50.0,0.21,4.1,22,59.0,0.18,3.6,25,52.0,0.16,3.2,17,29.4,0.18,3.5,7,0.0,0.26,4.6,A2,A1,A1,69.0,58.0,2025,1,2024-05-01,2024-10-31,63,20,3,2,0,0,1,3,3,2,1,1,1,8,5,1,5,2,1,8,5,4,3,3,2,2,3,2,3,4,3,0,0,3,2,1,1,石　川,1969-09-18
3391,鈴　木　　茂　正,B2,164,56,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B2,B2,B2,0.0,0.0,2025,1,2024-05-01,2024-10-31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東　京,1965-06-08
3392,小　森　　信　雄,B1,162,56,4.24,21.7,8,9,78,0,0,0.17,9,66.6,0.17,3.3,17,23.5,0.19,4.7,14,28.5,0.19,4.1,12,8.3,0.15,4.4,17,0.0,0.16,3.4,9,22.2,0.11,3.1,B1,B1,B1,47.0,46.0,2025,1,2024-05-01,2024-10-31,64,4,2,2,0,1,0,2,2,2,5,4,2,1,3,0,3,3,4,0,1,2,4,4,1,0,0,5,2,5,4,1,1,0,1,2,4,三　重,1965-08-16
3401,上　田　　隆　章,B1,159,54,4.83,27.1,17,12,107,0,0,0.18,18,72.2,0.14,3.4,19,36.8,0.2,4.3,14,21.4,0.2,4.2,18,11.1,0.18,4.5,21,14.2,0.17,3.9,17,5.8,0.19,4.6,B1,B1,B1,47.0,48.0,2025,1,2024-05-01,2024-10-31,64,12,1,2,1,0,2,3,4,4,2,2,4,0,3,3,0,6,2,1,1,3,5,5,3,1,2,4,7,6,1,0,1,1,6,6,3,高　知,1967-08-29
3406,中　里　　英　夫,B1,162,55,4.96,30.8,13,25,123,2,0,0.15,22,59.0,0.13,2.4,20,35.0,0.13,3.7,23,34.7,0.13,2.7,18,33.3,0.17,4.0,20,10.0,0.17,4.1,20,10.0,0.16,3.9,A2,B1,A2,52.0,49.0,2025,1,2024-05-01,2024-10-31,64,8,5,5,1,2,1,1,6,3,3,4,3,4,4,2,5,5,2,0,6,2,4,6,0,0,2,4,2,6,6,0,2,5,5,4,4,栃　木,1968-08-10
3411,池　上　　隆　行,B1,158,51,3.85,16.1,8,7,93,0,0,0.17,15,46.6,0.15,3.1,13,30.7,0.15,3.7,20,5.0,0.16,3.4,15,20.0,0.15,3.5,17,0.0,0.18,3.5,13,0.0,0.2,4.8,B1,B1,B1,44.0,45.0,2025,1,2024-05-01,2024-10-31,64,6,1,1,2,2,2,1,3,1,3,2,3,0,1,3,8,5,3,1,2,2,3,4,3,0,0,2,7,4,4,0,0,0,3,5,5,広　島,1969-08-09
3412,鈴　木　　　　博,A1,166,54,6.33,47.4,33,32,137,6,1,0.16,28,92.8,0.14,2.3,23,39.1,0.16,3.8,19,78.9,0.17,3.8,19,42.1,0.16,3.6,21,4.7,0.17,3.7,27,22.2,0.16,3.6,A2,A1,A2,52.0,52.0,2025,1,2024-05-01,2024-10-31,64,22,4,2,0,0,0,3,6,7,4,1,2,4,11,1,1,2,0,3,5,4,4,1,2,0,1,6,5,4,4,1,5,7,3,7,4,埼　玉,1969-09-01
3414,加　瀬　　智　宏,B1,160,60,4.14,21.5,1,10,51,0,0,0.15,8,37.5,0.12,2.3,8,37.5,0.14,2.2,7,14.2,0.15,2.9,11,27.2,0.17,3.4,6,16.6,0.15,3.2,11,0.0,0.15,3.5,B1,B1,A2,49.0,46.0,2025,1,2024-05-01,2024-10-31,64,1,2,1,2,0,1,0,3,2,1,1,1,0,1,1,1,0,4,0,3,1,2,4,1,0,1,0,2,3,0,0,0,3,2,4,2,群　馬,1969-10-25
3415,松　井　　　　繁,A1,168,52,7.55,47.1,35,30,138,5,2,0.13,35,85.7,0.13,3.5,28,50.0,0.13,4.0,22,36.3,0.13,3.5,26,34.6,0.13,3.6,16,18.7,0.12,3.4,11,9.0,0.18,4.4,A1,A1,A1,74.0,71.0,2025,1,2024-05-01,2024-10-31,64,24,6,1,0,1,3,6,8,9,2,2,1,3,5,5,8,0,1,2,7,8,5,0,3,0,3,6,3,2,2,0,1,2,1,6,1,大　阪,1969-11-11
3419,栗　原　　謙　治,B1,161,57,3.77,16.8,3,11,83,0,0,0.21,14,57.1,0.16,3.4,14,7.1,0.23,4.9,11,9.0,0.18,3.7,14,21.4,0.18,4.2,14,0.0,0.22,4.9,16,6.2,0.26,5.4,B1,B1,B1,46.0,45.0,2025,1,2024-05-01,2024-10-31,64,3,5,3,1,1,1,0,1,3,3,4,3,0,1,2,3,4,1,0,3,2,1,4,4,0,0,3,3,5,3,0,1,0,1,7,7,群　馬,1969-12-11
3422,服　部　　幸　男,A1,168,54,6.72,51.3,34,24,113,5,0,0.15,26,88.4,0.16,3.8,17,47.0,0.18,4.1,24,45.8,0.16,3.4,22,40.9,0.16,3.1,21,33.3,0.12,2.7,3,0.0,0.15,3.7,A1,A1,A1,62.0,55.0,2025,1,2024-05-01,2024-10-31,64,16,7,1,1,1,0,3,5,2,3,2,2,5,6,4,5,1,3,4,5,3,4,3,3,6,1,5,6,1,2,0,0,1,1,0,1,静　岡,1971-01-05
3427,大　賀　　広　幸,B1,161,54,4.49,27.9,6,13,68,0,0,0.2,9,77.7,0.2,3.4,13,23.0,0.24,5.5,10,50.0,0.2,3.9,12,0.0,0.2,4.8,14,28.5,0.19,4.6,10,0.0,0.21,4.8,A2,A2,A2,50.0,45.0,2025,1,2024-05-01,2024-10-31,65,4,3,0,0,0,2,1,2,3,1,1,3,1,4,1,2,1,1,0,0,4,2,2,4,0,4,1,4,3,2,0,0,2,1,2,5,山　口,1967-03-22
3430,角　浜　　　　修,B1,163,57,3.59,17.5,11,9,114,0,0,0.16,14,50.0,0.14,2.6,22,13.6,0.16,3.9,19,21.0,0.18,3.5,19,21.0,0.14,2.8,26,0.0,0.17,3.0,14,14.2,0.18,4.5,B1,B1,B1,43.0,43.0,2025,1,2024-05-01,2024-10-31,65,7,0,3,1,0,3,2,1,4,3,4,8,2,2,1,5,5,4,0,4,3,3,4,5,0,0,1,2,7,16,0,2,0,2,5,5,広　島,1968-04-02
3432,宮　迫　　暢　彦,B1,158,54,4.98,30.6,18,27,147,1,0,0.16,27,62.9,0.16,3.4,27,37.0,0.15,3.3,34,32.3,0.15,3.1,23,17.3,0.15,2.7,22,4.5,0.18,3.7,14,14.2,0.2,4.5,A2,A2,B1,49.0,49.0,2025,1,2024-05-01,2024-10-31,65,12,5,1,4,3,2,3,7,7,3,2,5,2,9,6,4,9,4,1,3,9,3,4,3,0,1,5,3,7,6,0,2,0,4,4,4,大　阪,1968-06-10
3434,松　尾　　宣　邦,B1,166,57,4.5,25.4,15,15,118,0,0,0.16,17,88.2,0.16,2.9,21,38.1,0.16,3.6,19,10.5,0.16,3.7,19,10.5,0.17,4.0,24,8.3,0.16,3.4,18,5.5,0.18,4.8,B1,B1,B1,47.0,47.0,2025,1,2024-05-01,2024-10-31,65,13,2,1,0,1,0,1,7,1,6,3,3,1,1,5,3,3,6,0,2,1,2,7,7,0,2,6,6,7,3,0,1,2,5,6,4,福　岡,1969-01-31
3435,寺　田　　千　恵,A1,157,46,7.08,53.9,39,30,128,7,0,0.15,34,85.2,0.14,2.6,19,47.3,0.16,3.0,21,57.1,0.16,2.2,23,56.5,0.14,2.7,18,22.2,0.13,3.0,13,15.3,0.2,3.8,A1,A1,A1,57.0,57.0,2025,1,2024-05-01,2024-10-31,65,26,3,4,0,1,0,2,7,5,3,1,1,6,6,6,2,1,0,4,9,5,2,2,1,0,4,2,7,2,3,1,1,3,5,1,2,福　岡,1969-04-11
3436,柏　野　　幸　二,A2,159,51,5.47,39.3,19,20,99,0,0,0.13,21,85.7,0.1,1.8,14,21.4,0.15,2.5,20,50.0,0.12,2.4,15,33.3,0.1,2.3,16,6.2,0.16,2.7,13,15.3,0.15,3.5,A2,A2,A2,49.0,50.0,2025,1,2024-05-01,2024-10-31,65,14,4,1,2,0,0,0,3,3,3,3,2,3,7,3,2,1,4,1,4,2,3,5,0,1,0,4,2,6,2,0,2,1,2,6,2,岡　山,1969-04-24
3439,大　平　　誉史明,B1,162,52,5.38,37.3,27,29,150,2,0,0.16,29,86.2,0.16,3.8,25,40.0,0.15,2.8,29,24.1,0.16,2.9,23,21.7,0.14,3.0,22,27.2,0.16,3.0,22,13.6,0.18,3.8,A2,A2,A1,50.0,50.0,2025,1,2024-05-01,2024-10-31,65,17,8,0,3,1,0,3,7,5,6,4,0,1,6,2,6,7,7,4,1,4,4,5,5,2,4,6,3,6,1,0,3,3,6,2,8,大　阪,1969-07-18
3441,土　屋　　太　朗,B1,155,55,4.37,18.4,5,12,92,0,0,0.2,12,25.0,0.2,4.2,18,27.7,0.2,4.3,11,27.2,0.14,2.7,16,12.5,0.18,3.7,23,17.3,0.21,4.7,12,0.0,0.24,4.8,B1,B1,B1,49.0,46.0,2025,1,2024-05-01,2024-10-31,65,2,1,2,2,3,1,1,4,6,3,3,1,0,3,2,3,1,2,1,1,4,4,4,1,1,3,5,4,6,4,0,0,4,1,0,7,群　馬,1969-07-28
3442,宮　武　　英　司,B1,167,57,5.3,30.3,17,20,122,0,0,0.17,25,76.0,0.15,3.3,20,40.0,0.15,3.4,18,16.6,0.17,3.6,22,27.2,0.18,3.5,25,4.0,0.18,3.8,12,0.0,0.19,3.9,A2,A2,A2,52.0,50.0,2025,1,2024-05-01,2024-10-31,65,12,7,4,1,1,0,0,8,6,3,2,1,1,2,4,3,3,5,4,2,6,5,2,3,0,1,5,10,6,3,0,0,2,4,5,1,香　川,1969-08-18
3444,香　月　　大　介,B1,159,56,3.92,24.0,13,13,108,0,0,0.16,15,66.6,0.17,3.2,21,9.5,0.17,3.5,18,27.7,0.15,2.6,16,37.5,0.14,2.4,16,12.5,0.15,2.9,22,4.5,0.16,3.0,B1,B1,B1,45.0,44.0,2025,1,2024-05-01,2024-10-31,65,5,5,0,2,1,1,0,2,1,4,5,9,3,2,2,1,5,5,4,2,2,1,3,4,1,1,1,1,4,8,0,1,1,7,7,6,福　岡,1969-09-27
3445,加　藤　　高　史,B1,162,55,5.02,39.5,11,23,86,2,0,0.18,16,68.7,0.16,3.0,12,41.6,0.18,4.3,16,43.7,0.15,3.2,13,30.7,0.2,3.8,19,31.5,0.17,3.9,9,11.1,0.24,4.7,B1,A2,A2,49.0,47.0,2025,1,2024-05-01,2024-10-31,65,5,6,2,0,2,0,3,2,2,2,1,1,1,6,3,1,2,3,1,3,1,3,2,3,1,5,0,2,4,7,0,1,1,1,2,4,東　京,1969-10-05
3448,高　山　　秀　雄,B1,158,55,4.36,18.3,7,11,98,0,0,0.19,12,50.0,0.18,3.3,23,17.3,0.17,3.5,14,0.0,0.2,3.7,19,26.3,0.23,4.8,15,13.3,0.17,4.0,15,6.6,0.21,4.7,B1,B1,B1,47.0,47.0,2025,1,2024-05-01,2024-10-31,65,5,1,1,2,0,2,2,2,8,6,4,1,0,0,6,3,2,3,0,5,0,7,6,1,0,2,2,6,3,2,0,1,1,2,7,4,群　馬,1970-02-19
3454,井　川　　大　作,B1,161,64,4.37,20.2,4,13,84,0,0,0.15,13,53.8,0.15,3.3,14,14.2,0.12,2.8,14,28.5,0.15,3.0,9,0.0,0.12,3.0,17,17.6,0.14,3.4,16,6.2,0.18,3.9,B1,B1,B1,47.0,47.0,2025,1,2024-05-01,2024-10-31,65,4,3,2,2,2,0,0,2,1,7,2,2,0,4,2,2,4,1,0,0,3,3,2,1,0,3,6,2,6,0,0,1,2,4,2,7,岡　山,1971-03-02
3455,谷　本　　幸　司,B1,166,51,5.32,34.0,15,19,100,1,0,0.17,15,80.0,0.15,3.5,14,35.7,0.18,3.6,18,27.7,0.19,4.2,17,35.2,0.16,2.8,20,15.0,0.15,3.5,16,18.7,0.22,4.6,B2,B1,A2,44.0,50.0,2025,1,2024-05-01,2024-10-31,65,5,7,1,1,1,0,4,1,3,6,0,0,3,2,5,3,2,3,3,3,2,2,3,4,0,3,4,5,6,2,0,3,2,3,5,3,愛　知,1971-03-26
3458,東　　　　健　介,B1,164,55,4.45,24.2,9,14,95,0,0,0.16,15,46.6,0.15,3.1,16,18.7,0.14,3.4,18,33.3,0.14,3.1,12,8.3,0.16,3.4,17,23.5,0.16,3.4,17,11.7,0.2,4.7,B1,B1,B1,47.0,47.0,2025,1,2024-05-01,2024-10-31,66,4,3,2,1,1,3,2,1,3,2,6,2,3,3,4,3,3,2,0,1,3,6,2,0,0,4,0,5,5,3,0,2,1,4,5,5,熊　本,1966-10-19
3459,中　野　　和　裕,B1,163,55,3.71,16.5,8,9,103,0,0,0.18,15,33.3,0.17,3.2,19,21.0,0.18,3.6,17,23.5,0.15,3.1,15,6.6,0.16,4.1,19,15.7,0.18,3.6,18,0.0,0.21,4.9,B1,B1,B1,47.0,43.0,2025,1,2024-05-01,2024-10-31,66,3,2,2,3,3,2,4,0,4,1,4,5,0,4,2,2,3,6,1,0,4,5,3,2,0,3,0,4,4,8,0,0,1,6,1,9,佐　賀,1967-01-03
3461,渡　邊　　哲　也,B1,165,57,3.26,12.2,2,5,57,0,0,0.19,7,42.8,0.14,3.3,12,8.3,0.19,4.1,10,10.0,0.16,3.6,7,14.2,0.22,5.0,13,7.6,0.21,3.8,8,0.0,0.23,4.4,B1,B1,B1,45.0,42.0,2025,1,2024-05-01,2024-10-31,66,2,1,0,0,2,2,0,1,2,1,3,5,0,1,2,2,1,4,0,1,1,1,2,2,0,1,2,1,5,4,0,0,2,0,3,3,静　岡,1967-01-21
3462,竹　上　　真　司,B1,156,53,4.56,23.3,10,14,103,0,0,0.17,17,52.9,0.14,2.9,19,21.0,0.17,4.1,15,13.3,0.18,3.6,14,14.2,0.17,3.0,20,30.0,0.16,3.7,18,5.5,0.19,4.1,B1,B1,B1,46.0,47.0,2025,1,2024-05-01,2024-10-31,66,5,4,1,3,1,2,1,3,7,1,4,3,1,1,2,5,3,3,0,2,3,5,0,4,3,3,4,5,2,3,0,1,2,5,3,7,岡　山,1967-06-15
3463,乙　津　　康　志,B1,153,53,4.45,27.0,4,22,96,0,0,0.18,14,71.4,0.18,4.4,16,12.5,0.18,3.9,17,29.4,0.18,3.6,25,24.0,0.15,3.2,17,11.7,0.18,3.9,7,14.2,0.25,4.7,B1,B1,B1,47.0,47.0,2025,1,2024-05-01,2024-10-31,66,2,8,0,1,2,1,0,2,2,8,2,2,1,4,2,3,5,2,0,6,4,6,7,2,0,2,1,5,4,5,1,0,0,2,1,3,東　京,1967-07-27
3467,森　　　　弘　行,B1,166,54,3.98,21.4,6,15,98,0,0,0.18,15,33.3,0.18,4.2,16,37.5,0.19,4.1,14,28.5,0.18,4.1,21,9.5,0.18,4.4,16,12.5,0.19,3.7,16,12.5,0.18,3.1,B1,B1,B1,45.0,45.0,2025,1,2024-05-01,2024-10-31,66,3,2,1,3,3,3,1,5,2,1,1,6,1,3,2,1,3,4,0,2,3,4,6,6,1,1,4,1,6,3,0,2,3,2,3,6,東　京,1968-09-17
