登番,名前漢字,級,身長,体重,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,出身地,生年月日_変換
2914,岡　　　　　　孝,A2,165,57,5.9,37.4,27,19,123,3,0,0.16,27,70.4,0.15,2.7,28,39.3,0.16,2.8,16,25.0,0.14,2.9,19,36.8,0.16,2.9,18,22.2,0.19,3.7,15,6.7,0.19,3.7,A1,A2,A2,53.0,55.0,2014,2,2013-11-01,2014-04-30,45,16,3,5,0,1,1,5,6,5,6,5,1,2,2,3,4,3,2,3,4,7,0,2,3,1,3,4,5,4,1,0,1,2,3,6,3,徳　島,1957-02-05
2930,新　良　　一　規,A1,164,53,6.39,48.4,22,26,99,3,0,0.19,26,92.3,0.18,3.2,18,22.2,0.21,3.8,31,45.2,0.17,3.1,17,29.4,0.2,3.7,3,0.0,0.17,3.0,4,25.0,0.2,5.3,A2,A2,B1,50.0,55.0,2014,2,2013-11-01,2014-04-30,46,15,9,0,2,0,0,2,2,4,5,4,1,4,10,5,4,4,4,1,4,6,2,3,1,0,0,1,1,0,1,0,1,1,0,2,0,山　口,1956-08-10
2935,幸　本　　　　誠,B1,160,55,4.49,18.3,11,7,98,0,0,0.2,13,38.5,0.22,4.8,15,26.7,0.17,3.1,14,14.3,0.21,3.2,21,19.0,0.17,3.4,22,13.6,0.19,3.1,12,0.0,0.26,5.1,B1,B1,B1,48.0,47.0,2014,2,2013-11-01,2014-04-30,46,4,1,3,2,1,2,2,2,3,2,2,3,1,1,2,6,1,3,2,2,4,7,5,1,2,1,7,4,6,1,0,0,2,4,2,4,広　島,1958-05-10
2941,田　嶋　　　　茂,B1,165,49,4.38,24.7,3,19,89,0,0,0.2,12,50.0,0.22,3.9,16,37.5,0.2,3.3,14,21.4,0.23,4.3,12,41.7,0.19,3.2,13,7.7,0.19,3.5,22,4.5,0.18,3.6,B1,B1,B1,46.0,47.0,2014,2,2013-11-01,2014-04-30,46,1,5,0,4,1,1,0,6,1,3,4,2,1,2,2,3,1,5,1,4,2,1,2,2,0,1,6,2,1,3,0,1,2,7,7,5,群　馬,1960-01-27
2942,瀬　尾　　達　也,A2,160,52,6.27,44.5,21,12,74,2,0,0.13,14,78.6,0.1,1.6,13,38.5,0.15,2.2,11,36.4,0.14,2.7,18,50.0,0.11,1.9,10,30.0,0.14,2.8,8,12.5,0.13,2.8,A2,A1,A1,51.0,58.0,2014,2,2013-11-01,2014-04-30,46,11,0,0,0,1,2,2,3,3,3,2,0,2,2,2,2,1,2,4,5,3,2,2,2,2,1,1,2,2,2,0,1,2,1,4,0,徳　島,1960-03-13
2958,井　川　　正　人,B1,160,50,5.12,32.4,19,19,117,0,0,0.19,24,66.7,0.18,2.9,25,48.0,0.18,3.6,24,25.0,0.18,3.6,16,12.5,0.15,3.3,15,6.7,0.18,3.2,13,7.7,0.25,4.1,A2,B1,A2,51.0,48.0,2014,2,2013-11-01,2014-04-30,47,11,5,4,0,2,1,5,7,3,4,4,2,0,6,1,6,6,5,2,0,6,5,2,1,1,0,4,4,2,4,0,1,2,1,3,6,長　崎,1957-12-24
2959,高　田　　悌　二,B1,166,54,4.74,25.7,11,15,101,0,0,0.2,14,64.3,0.19,3.8,19,26.3,0.21,3.8,17,41.2,0.19,3.4,18,16.7,0.22,3.8,21,9.5,0.19,3.8,12,0.0,0.23,4.2,B1,B1,B1,49.0,48.0,2014,2,2013-11-01,2014-04-30,47,5,4,1,3,0,1,2,3,6,3,3,2,1,6,4,3,3,0,2,1,4,4,1,6,1,1,3,5,5,6,0,0,1,3,4,4,山　口,1958-04-18
2969,久　田　　正　晴,B1,161,54,3.91,16.0,2,7,56,0,0,0.21,7,14.3,0.31,4.7,10,50.0,0.15,3.5,5,40.0,0.11,3.3,6,16.7,0.2,4.0,13,0.0,0.21,4.6,15,0.0,0.25,4.5,B1,B1,B1,47.0,45.0,2014,2,2013-11-01,2014-04-30,48,1,0,0,3,0,3,0,5,1,1,2,1,1,1,0,0,1,1,0,1,2,1,1,1,0,0,2,5,2,4,0,0,2,8,2,3,群　馬,1956-01-09
2970,荒　川　　　　昭,B1,168,56,3.57,11.7,1,7,68,0,0,0.18,10,20.0,0.2,3.1,11,0.0,0.18,3.6,9,22.2,0.19,3.2,11,9.1,0.22,3.3,16,6.3,0.16,2.9,12,16.7,0.17,3.5,B2,B1,B2,43.0,45.0,2014,2,2013-11-01,2014-04-30,48,0,2,1,3,3,1,0,0,2,4,3,2,1,1,1,1,1,4,0,1,1,2,4,2,0,1,3,6,4,2,0,2,1,2,3,4,東　京,1956-06-27
2972,木　村　　　　隆,B2,163,51,3.5,11.1,1,1,18,0,0,0.17,4,25.0,0.16,1.5,6,16.7,0.18,3.0,4,0.0,0.14,1.8,1,0.0,0.17,4.0,2,0.0,0.19,4.5,1,0.0,0.28,6.0,B1,B1,B1,47.0,42.0,2014,2,2013-11-01,2014-04-30,48,0,1,1,0,0,2,1,0,1,0,1,2,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,京　都,1957-04-10
2974,木　下　　繁　美,B1,165,54,4.4,24.7,9,20,117,0,0,0.17,16,62.5,0.13,1.8,25,16.0,0.19,3.5,23,34.8,0.17,2.9,23,17.4,0.18,2.3,18,5.6,0.17,3.9,12,16.7,0.16,3.2,B1,B1,B1,47.0,46.0,2014,2,2013-11-01,2014-04-30,48,4,6,2,1,1,2,2,2,5,5,4,7,2,6,4,5,2,4,0,4,6,6,4,3,0,1,0,5,4,8,1,1,2,0,1,7,福　岡,1957-12-11
2983,鵜　飼　　菜穂子,B1,163,46,5.53,37.1,10,13,62,1,0,0.18,14,50.0,0.21,3.2,30,36.7,0.17,2.6,14,35.7,0.17,2.7,3,0.0,0.2,3.0,0,0.0,0.0,0.0,1,0.0,0.22,5.0,A2,B1,A2,50.0,49.0,2014,2,2013-11-01,2014-04-30,48,3,4,4,0,2,1,6,5,9,2,4,2,1,4,3,0,5,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,愛　知,1959-10-04
2989,飯　田　　　　清,B1,167,55,4.23,21.9,8,10,82,0,0,0.2,14,64.3,0.17,2.4,15,6.7,0.25,5.1,12,0.0,0.21,4.3,13,30.8,0.18,3.6,16,25.0,0.19,3.4,12,0.0,0.21,4.1,B1,B1,B1,47.0,46.0,2014,2,2013-11-01,2014-04-30,48,6,3,1,2,1,1,0,1,4,5,4,1,0,0,1,3,5,3,1,3,1,3,2,3,1,3,3,2,4,3,0,0,1,1,4,6,神奈川,1961-03-20
2992,今　村　　　　豊,A1,163,49,8.05,67.3,33,29,92,7,1,0.16,28,82.1,0.17,3.1,21,61.9,0.18,3.9,17,58.8,0.13,2.6,15,80.0,0.14,2.5,5,40.0,0.2,3.8,6,33.3,0.18,4.3,A1,A1,A1,67.0,65.0,2014,2,2013-11-01,2014-04-30,48,17,6,3,1,1,0,11,2,3,2,1,0,2,8,5,2,0,0,3,9,3,0,0,0,0,2,2,1,0,0,0,2,1,1,2,0,山　口,1961-06-22
2994,茂　垣　　達　也,B1,164,54,4.18,14.7,6,4,68,0,0,0.23,11,36.4,0.23,4.1,12,8.3,0.24,5.0,10,20.0,0.2,3.4,10,20.0,0.16,3.7,18,5.6,0.24,4.6,7,0.0,0.3,5.6,B1,B1,B1,47.0,45.0,2014,2,2013-11-01,2014-04-30,48,2,2,2,3,1,1,1,0,2,4,3,1,1,1,4,1,2,1,1,1,2,1,3,1,1,0,2,6,5,3,0,0,2,2,2,1,東　京,1961-09-07
2995,小神野　　紀代子,B1,159,51,4.71,25.5,4,20,94,0,0,0.24,14,64.3,0.2,3.5,18,33.3,0.22,3.8,22,22.7,0.25,4.2,17,11.8,0.24,4.4,15,6.7,0.26,4.6,9,11.1,0.27,5.0,B1,B1,B1,47.0,49.0,2014,2,2013-11-01,2014-04-30,48,3,6,1,3,0,1,0,6,1,5,5,1,1,4,7,6,3,1,0,2,5,5,2,2,0,1,2,5,4,3,0,1,0,1,4,3,茨　城,1961-12-01
2997,池　上　　正　浩,B1,165,51,4.56,20.8,6,13,91,0,0,0.24,28,28.6,0.22,4.0,50,18.0,0.24,4.3,6,16.7,0.32,4.8,2,0.0,0.22,4.5,2,50.0,0.28,4.5,2,0.0,0.37,6.0,B1,B1,B1,48.0,48.0,2014,2,2013-11-01,2014-04-30,48,3,5,4,8,6,2,3,6,13,9,9,10,0,1,3,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,岡　山,1962-01-20
3004,早　川　　清　一,B2,158,54,1.83,0.0,0,0,48,0,0,0.26,3,0.0,0.31,5.3,11,0.0,0.24,5.3,12,0.0,0.29,5.3,5,0.0,0.24,4.6,11,0.0,0.24,4.3,6,0.0,0.28,5.5,B2,B2,B2,37.0,36.0,2014,2,2013-11-01,2014-04-30,49,0,0,1,2,0,0,0,0,0,1,4,6,0,0,0,0,1,11,0,0,0,1,1,3,0,0,0,2,4,5,0,0,1,0,2,3,愛　知,1957-04-05
3005,板　谷　　茂　樹,B1,168,53,4.48,30.0,5,13,60,0,0,0.22,10,60.0,0.18,3.4,11,18.2,0.23,4.4,11,27.3,0.23,3.5,11,45.5,0.19,3.4,12,16.7,0.22,4.0,5,0.0,0.3,4.0,B1,B1,B1,49.0,46.0,2014,2,2013-11-01,2014-04-30,49,2,4,1,1,1,1,1,1,2,4,3,0,0,3,2,1,3,2,2,3,1,1,3,1,0,2,1,1,3,5,0,0,0,0,2,2,岡　山,1957-06-11
3006,上　條　　信　一,B1,164,54,3.26,15.0,3,5,53,0,0,0.2,9,44.4,0.19,3.3,11,9.1,0.19,4.2,11,9.1,0.19,3.2,10,20.0,0.23,4.3,7,0.0,0.21,3.4,5,0.0,0.22,5.8,B1,B1,B1,46.0,42.0,2014,2,2013-11-01,2014-04-30,49,2,2,3,0,1,1,0,1,1,1,6,2,0,1,0,2,3,5,1,1,0,1,5,2,0,0,0,1,2,4,0,0,1,0,1,3,大　阪,1957-09-22
3010,大　嶋　　一　也,A1,164,52,6.81,48.5,36,14,103,6,4,0.17,34,82.4,0.15,2.9,40,42.5,0.17,3.4,19,21.1,0.16,3.8,8,0.0,0.17,4.5,2,50.0,0.3,5.0,1,0.0,0.26,5.0,A1,A2,A1,56.0,61.0,2014,2,2013-11-01,2014-04-30,49,26,2,2,3,0,0,10,7,7,4,7,3,0,4,5,1,5,4,0,0,0,3,2,3,0,1,0,0,0,1,0,0,1,0,0,0,愛　知,1958-01-28
3013,鈴　木　　敏　裕,B1,162,55,3.86,16.8,4,12,95,0,0,0.25,17,29.4,0.25,5.0,15,26.7,0.27,5.5,19,15.8,0.28,4.6,15,20.0,0.24,3.9,15,6.7,0.21,3.9,15,0.0,0.24,4.8,B1,B1,B1,49.0,44.0,2014,2,2013-11-01,2014-04-30,49,1,4,2,5,1,3,1,3,3,4,3,1,0,3,4,5,3,4,2,1,1,5,4,2,0,1,1,3,6,2,0,0,1,3,3,7,神奈川,1958-12-17
3020,若女井　　　　正,B1,160,53,5.09,34.0,12,22,100,0,0,0.22,16,62.5,0.2,4.4,25,32.0,0.23,5.0,21,23.8,0.23,4.6,20,30.0,0.2,4.2,13,30.8,0.24,4.3,5,20.0,0.2,3.6,B1,B1,B1,48.0,49.0,2014,2,2013-11-01,2014-04-30,49,6,4,1,2,2,1,1,7,3,6,5,3,2,3,3,5,3,5,3,3,5,2,2,5,0,4,3,2,2,2,0,1,0,2,1,1,神奈川,1960-03-08
3022,西　山　　昇　一,A1,169,54,7.29,58.1,31,37,117,6,1,0.2,25,84.0,0.17,3.0,23,65.2,0.17,4.0,20,60.0,0.19,3.4,26,50.0,0.23,4.5,18,16.7,0.23,4.0,5,80.0,0.19,3.4,A1,A1,A1,57.0,60.0,2014,2,2013-11-01,2014-04-30,49,14,7,2,1,1,0,5,10,4,1,2,1,5,7,6,0,2,0,4,9,5,4,2,2,2,1,7,6,0,2,1,3,0,0,1,0,愛　知,1960-10-09
3024,西　島　　義　則,A1,166,61,6.82,56.6,52,29,143,5,2,0.18,59,74.6,0.17,3.2,69,44.9,0.19,3.6,12,33.3,0.16,3.0,2,50.0,0.11,2.5,2,50.0,0.23,4.0,0,0.0,0.0,0.0,B2,A1,A1,63.0,54.0,2014,2,2013-11-01,2014-04-30,49,34,10,4,5,3,2,15,16,9,7,11,10,2,2,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,島　根,1961-10-30
3025,山　口　　哲　治,A2,160,51,5.48,30.9,11,19,97,1,0,0.22,18,88.9,0.2,3.7,17,41.2,0.21,3.6,15,6.7,0.23,3.6,28,14.3,0.22,3.9,17,11.8,0.24,4.4,2,0.0,0.23,4.5,A2,A2,A2,51.0,51.0,2014,2,2013-11-01,2014-04-30,49,10,6,1,1,0,0,1,6,4,3,2,0,0,1,2,4,6,2,0,4,13,4,6,1,0,2,7,3,4,1,0,0,0,0,2,0,長　崎,1962-01-08
3036,吉　本　　正　昭,A2,163,57,5.66,40.3,23,27,124,0,0,0.16,27,74.1,0.17,2.9,16,62.5,0.17,3.1,24,33.3,0.18,3.1,23,34.8,0.15,2.3,19,15.8,0.14,2.8,15,6.7,0.16,2.3,B1,A2,A2,48.0,51.0,2014,2,2013-11-01,2014-04-30,50,11,9,3,4,0,0,2,8,1,3,2,0,2,6,3,8,1,4,6,2,6,5,4,0,2,1,3,6,2,5,0,1,1,2,4,7,山　口,1958-04-10
3044,三　宅　　爾　士,B1,167,59,5.39,35.7,12,18,84,0,0,0.19,16,50.0,0.18,3.6,14,50.0,0.22,4.1,10,50.0,0.2,3.7,19,31.6,0.19,3.4,13,23.1,0.22,4.2,13,7.7,0.16,3.3,A2,B1,B1,52.0,51.0,2014,2,2013-11-01,2014-04-30,50,3,5,3,1,1,1,3,4,4,2,1,0,3,2,1,1,2,1,3,3,2,6,2,3,0,3,3,2,4,1,0,1,2,2,5,3,福　井,1960-11-13
3051,山　口　　俊　英,B1,166,52,5.07,32.4,15,20,108,1,0,0.17,17,47.1,0.14,2.4,16,31.3,0.15,2.7,18,27.8,0.14,2.6,18,33.3,0.18,2.5,21,42.9,0.19,2.8,19,10.5,0.2,3.6,B1,A2,B1,49.0,48.0,2014,2,2013-11-01,2014-04-30,50,5,3,3,2,2,0,1,4,6,0,3,2,3,2,3,2,3,4,2,4,2,2,4,3,4,5,6,3,2,1,0,2,2,3,6,6,佐　賀,1962-11-24
3052,原　田　　正　己,B1,161,51,4.91,28.4,7,22,102,0,0,0.21,18,44.4,0.19,2.9,19,36.8,0.2,3.9,19,26.3,0.22,3.8,21,33.3,0.19,4.2,17,5.9,0.24,4.4,9,11.1,0.22,4.7,B1,B1,B1,47.0,49.0,2014,2,2013-11-01,2014-04-30,50,2,6,4,2,2,1,2,5,4,3,4,1,0,5,4,6,2,2,3,4,3,2,5,4,0,1,2,7,4,3,0,1,3,1,2,2,徳　島,1962-12-12
3054,北　川　　幸　典,A1,167,56,6.5,46.6,38,25,135,5,2,0.15,26,76.9,0.14,2.5,22,63.6,0.13,2.5,26,42.3,0.14,2.5,25,40.0,0.14,2.7,26,23.1,0.17,3.2,10,20.0,0.18,4.0,A1,A1,A1,54.0,58.0,2014,2,2013-11-01,2014-04-30,50,17,3,2,3,0,0,9,5,4,2,1,1,6,5,8,2,3,2,2,8,6,2,4,3,3,3,4,4,4,8,1,1,1,1,4,2,広　島,1963-01-12
3056,松　野　　京　吾,A1,159,49,6.65,50.3,36,30,131,5,1,0.18,34,79.4,0.17,3.1,51,43.1,0.16,2.7,24,41.7,0.2,3.6,15,40.0,0.21,4.1,5,0.0,0.32,4.6,2,50.0,0.21,2.5,A1,A1,A1,53.0,55.0,2014,2,2013-11-01,2014-04-30,51,21,6,2,3,0,1,11,11,15,7,6,0,3,7,6,3,3,2,1,5,0,4,2,3,0,0,1,3,1,0,0,1,0,0,1,0,山　口,1956-11-12
3058,原　　　　義　昭,B1,166,56,4.83,26.7,10,20,112,0,0,0.2,20,60.0,0.18,3.5,35,31.4,0.18,3.5,22,13.6,0.21,3.9,18,16.7,0.2,2.8,14,7.1,0.24,4.1,5,0.0,0.23,4.8,B1,B1,B1,48.0,48.0,2014,2,2013-11-01,2014-04-30,51,5,7,3,2,1,1,2,9,6,6,11,1,1,2,7,3,5,4,1,2,6,2,2,5,1,0,3,3,4,3,0,0,0,1,0,3,岡　山,1957-09-05
3064,山　崎　　昭　生,A1,163,51,6.39,52.0,40,37,148,4,1,0.16,33,78.8,0.17,2.6,29,48.3,0.17,3.1,32,46.9,0.16,3.1,33,39.4,0.17,3.2,17,47.1,0.13,2.4,4,25.0,0.18,3.5,A1,A2,A2,53.0,55.0,2014,2,2013-11-01,2014-04-30,51,19,7,1,2,3,1,9,5,3,4,5,3,5,10,3,2,6,6,5,8,6,7,2,5,2,6,0,3,4,2,0,1,1,0,1,1,香　川,1959-11-17
3065,増　田　　弘　喜,B1,167,54,4.39,18.1,4,15,105,0,0,0.25,19,47.4,0.25,4.5,17,17.6,0.26,5.2,21,19.0,0.27,4.5,25,4.0,0.24,4.8,14,14.3,0.23,4.5,9,0.0,0.21,3.3,B1,B1,B1,49.0,48.0,2014,2,2013-11-01,2014-04-30,51,3,6,4,1,3,2,0,3,4,4,3,3,1,3,3,4,6,4,0,1,8,5,7,4,0,2,2,7,3,0,0,0,2,4,3,0,長　崎,1959-12-06
3066,田　中　　定　雄,B1,159,54,4.84,24.4,11,10,86,0,0,0.2,14,42.9,0.22,3.2,25,24.0,0.21,3.8,17,17.6,0.21,3.4,18,33.3,0.16,3.1,7,0.0,0.23,4.0,5,0.0,0.25,5.4,B1,B1,B1,50.0,49.0,2014,2,2013-11-01,2014-04-30,51,4,2,2,1,4,1,3,3,7,4,4,4,0,3,4,6,4,0,4,2,3,3,5,1,0,0,1,3,0,3,0,0,0,2,2,1,埼　玉,1960-02-17
3070,山　室　　展　弘,A1,169,51,6.39,45.8,48,18,144,3,0,0.15,40,82.5,0.14,2.1,35,42.9,0.16,2.8,40,30.0,0.16,3.0,25,24.0,0.13,2.4,4,0.0,0.18,3.5,0,0.0,0.0,0.0,A1,A1,A1,54.0,56.0,2014,2,2013-11-01,2014-04-30,51,27,6,1,1,2,3,9,6,5,8,6,1,8,4,8,8,7,5,4,2,3,10,3,3,0,0,1,2,0,1,0,0,0,0,0,0,岡　山,1961-06-08
3072,西　田　　　　靖,A2,162,52,6.14,48.3,34,25,122,5,1,0.15,59,62.7,0.16,2.6,46,39.1,0.14,2.6,14,28.6,0.17,2.7,3,0.0,0.12,3.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,A1,A2,A1,52.0,53.0,2014,2,2013-11-01,2014-04-30,51,26,11,1,6,10,5,7,11,6,9,7,6,1,3,4,1,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,神奈川,1961-10-28
3073,北　岡　　　　淳,B1,164,57,4.0,19.4,8,7,77,0,0,0.19,11,36.4,0.16,2.4,11,36.4,0.19,2.8,16,18.8,0.21,3.7,9,22.2,0.15,3.3,15,6.7,0.19,3.6,15,6.7,0.21,3.3,B1,B1,B1,44.0,44.0,2014,2,2013-11-01,2014-04-30,51,3,1,2,1,1,3,1,3,2,0,1,3,2,1,5,4,1,3,2,0,1,0,3,3,0,1,2,2,4,6,0,1,3,1,2,8,熊　本,1962-08-05
3075,中　村　　裕　将,A2,165,53,5.87,39.5,26,25,129,3,0,0.15,27,77.8,0.16,2.6,21,42.9,0.15,2.3,26,26.9,0.15,2.6,29,27.6,0.16,2.7,16,18.8,0.14,2.8,11,27.3,0.13,2.3,A1,A2,A2,53.0,55.0,2014,2,2013-11-01,2014-04-30,51,11,10,1,1,1,2,6,3,5,3,2,2,2,5,3,11,4,1,5,3,7,6,5,3,1,2,1,3,3,6,1,2,2,1,3,2,埼　玉,1962-08-24
3076,西　川　　美智代,B2,154,50,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B2,B2,B1,0.0,0.0,2014,2,2013-11-01,2014-04-30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,徳　島,1962-10-12
3078,二　瓶　　　　徹,B2,165,51,2.87,10.2,1,3,39,0,0,0.27,5,20.0,0.24,4.2,8,12.5,0.25,5.0,7,0.0,0.28,5.0,8,12.5,0.33,5.1,6,16.7,0.28,5.0,5,0.0,0.25,5.0,B2,B2,B2,40.0,41.0,2014,2,2013-11-01,2014-04-30,51,0,1,0,1,2,1,0,1,1,2,2,2,0,0,1,1,2,3,1,0,0,2,2,3,0,1,0,0,4,1,0,0,0,1,0,4,東　京,1963-01-17
3079,新　地　　雅　洋,B1,166,54,5.13,34.5,19,19,110,2,0,0.18,18,66.7,0.17,3.7,23,34.8,0.19,3.7,28,35.7,0.17,3.5,17,29.4,0.19,3.9,14,14.3,0.18,3.6,10,10.0,0.2,3.6,B1,A2,B1,47.0,48.0,2014,2,2013-11-01,2014-04-30,51,8,4,2,2,0,2,3,5,4,0,5,6,5,5,5,6,3,3,2,3,1,4,2,5,1,1,4,3,1,4,0,1,1,2,1,5,福　岡,1963-06-15
3081,岡　本　　慎　治,A1,163,56,6.69,51.9,37,31,131,4,0,0.17,30,80.0,0.16,3.0,28,50.0,0.18,2.9,18,50.0,0.15,3.1,28,42.9,0.17,2.9,17,47.1,0.16,3.0,10,10.0,0.21,4.2,A2,A1,A1,52.0,54.0,2014,2,2013-11-01,2014-04-30,51,20,4,3,2,0,1,8,6,6,4,2,2,5,4,3,5,1,0,3,9,6,4,5,1,1,7,2,4,2,1,0,1,3,2,2,2,山　口,1963-07-13
3083,大　塚　　治　美,B1,157,48,4.43,16.0,2,7,56,0,0,0.23,13,7.7,0.26,4.6,11,18.2,0.24,4.7,13,15.4,0.21,4.4,10,30.0,0.19,4.7,7,14.3,0.27,4.6,3,0.0,0.23,4.3,B1,B1,B2,45.0,48.0,2014,2,2013-11-01,2014-04-30,52,0,1,4,3,4,1,1,1,2,4,2,1,0,2,6,1,2,1,0,3,2,1,4,0,1,0,0,4,1,1,0,0,0,1,1,0,埼　玉,1959-07-27
3085,川　名　　　　稔,B1,156,51,5.57,29.6,12,15,91,1,0,0.2,18,38.9,0.22,3.8,17,41.2,0.19,3.7,12,58.3,0.21,3.7,13,23.1,0.18,3.5,15,13.3,0.2,2.7,16,6.3,0.18,3.8,A2,A2,A2,51.0,53.0,2014,2,2013-11-01,2014-04-30,52,6,1,4,4,1,1,1,6,6,2,1,1,3,4,1,1,1,2,2,1,5,3,2,0,0,2,3,4,5,1,0,1,5,6,3,1,千　葉,1960-01-01
3086,沼　田　　嘉　弘,B1,161,57,4.07,23.0,11,10,91,0,0,0.18,18,72.2,0.15,2.8,19,26.3,0.19,3.1,19,5.3,0.19,3.6,17,11.8,0.21,4.6,16,0.0,0.18,3.8,2,0.0,0.28,5.0,B1,B1,B1,44.0,45.0,2014,2,2013-11-01,2014-04-30,52,9,4,0,1,2,1,1,4,3,3,5,3,0,1,0,6,4,8,1,1,2,4,3,6,0,0,3,3,6,4,0,0,0,0,0,2,兵　庫,1960-09-26
3089,稲　垣　　一　恵,B2,152,49,2.37,2.0,0,1,49,0,0,0.25,6,0.0,0.26,4.2,11,0.0,0.26,5.2,8,12.5,0.26,4.5,11,0.0,0.23,4.4,7,0.0,0.24,4.0,6,0.0,0.22,3.7,B2,B2,B2,41.0,39.0,2014,2,2013-11-01,2014-04-30,52,0,0,1,0,4,1,0,0,1,3,2,5,0,1,0,2,3,2,0,0,2,2,3,4,0,0,0,1,3,3,0,0,0,0,1,5,岡　山,1961-04-25
3090,土　屋　　　　昭,B1,161,47,3.59,18.6,6,8,75,0,0,0.22,11,18.2,0.24,4.0,15,33.3,0.2,4.1,11,36.4,0.25,3.5,10,10.0,0.21,3.7,14,7.1,0.22,3.9,14,7.1,0.24,4.6,B1,B1,B1,45.0,42.0,2014,2,2013-11-01,2014-04-30,52,2,0,2,2,3,2,2,3,2,0,5,3,2,2,1,0,1,5,0,1,1,4,1,3,0,1,1,2,4,5,0,1,1,1,4,7,山　梨,1961-05-13
3091,櫻　井　　　　誠,B1,165,52,4.39,15.3,5,10,98,0,0,0.23,15,40.0,0.21,3.5,19,31.6,0.21,4.0,14,0.0,0.23,4.6,18,5.6,0.26,4.1,16,6.3,0.22,4.6,17,5.9,0.28,4.9,B1,B1,B1,48.0,48.0,2014,2,2013-11-01,2014-04-30,52,3,3,7,1,1,0,2,4,5,4,4,0,0,0,3,6,2,3,0,1,4,4,5,3,0,1,2,5,5,3,0,1,3,6,2,5,滋　賀,1961-05-24
3092,中　村　　照　美,B1,159,47,3.86,18.1,4,8,66,0,0,0.23,11,36.4,0.27,3.3,15,33.3,0.2,3.4,9,0.0,0.19,3.9,12,16.7,0.23,3.9,11,9.1,0.24,3.9,8,0.0,0.26,4.6,B1,B1,B2,43.0,44.0,2014,2,2013-11-01,2014-04-30,52,1,3,2,2,2,1,2,3,1,1,4,3,0,0,1,4,0,4,1,1,4,1,3,2,0,1,2,1,3,4,0,0,1,1,1,5,福　井,1961-08-09
3094,藤　井　　昌　子,B2,153,47,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B2,B2,B1,0.0,0.0,2014,2,2013-11-01,2014-04-30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,兵　庫,1962-02-08
3095,岩　津　　英　人,B1,163,52,5.31,26.8,7,19,97,0,0,0.18,15,46.7,0.18,3.2,18,44.4,0.2,4.3,17,29.4,0.18,2.8,16,6.3,0.18,3.7,15,13.3,0.18,3.9,16,18.8,0.2,3.6,B1,B1,B1,47.0,51.0,2014,2,2013-11-01,2014-04-30,52,4,3,6,1,1,0,1,7,6,3,1,0,1,4,6,3,2,1,0,1,4,8,2,1,1,1,2,6,2,3,0,3,3,4,4,2,岡　山,1962-02-27
